true,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
44,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
45,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
46,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
47,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
48,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
49,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
50,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
51,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
52,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
53,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
54,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
55,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
56,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
57,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
58,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
59,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
60,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
61,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,2415.0,7350.0,4305.0,7035.0,7350.0,7350.0,2625.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1470.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,1785.0,7350.0,7350.0,5040.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5355.0,3780.0,6930.0,4200.0,7140.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
